,ABCB1,ABCC1,ABCC10,ABCC3,ABCC4,ABCC5,BCL2L1,CASP3,ERCC1,ERCC2,FASLG,GGH,GSTM3,GSTP1,MSH2,MTHFR,RALBP1,SLC19A1,SLC22A1,SOD1,TOP2A,label,cohort
GSM825661,9.408720845095647,8.12568608706335,9.406206366092274,7.040186163337331,7.86450552202999,8.511155319901839,8.334025122734507,8.808270716348126,8.732923638761504,8.151269929898636,6.066233345178407,10.567745376952356,7.839914329115443,13.273697986765129,8.37123241861519,7.212156722781987,9.27938360186912,8.248688421363813,6.594287206379089,13.38098922144499,9.450079133257011,0,GSE33382
GSM825662,6.66177864208354,7.910024824216684,8.153745432540438,7.133020688950157,7.676503745583126,7.697290439161822,7.623778573726995,9.29308152296295,8.715773697367977,8.566385494155822,6.0737998425613435,10.184857477834836,8.175453878116558,11.454583864671804,8.114492692861795,7.527356725092354,8.52580316079754,7.19871050593874,6.509470886963533,12.828994507369908,11.168202987421534,0,GSE33382
GSM825663,7.292008202059904,7.825637432178136,9.421281488047685,6.999333388582177,7.63464105388757,8.23851798414646,7.760289169198455,8.997266959584948,8.5095208363223,7.733707054053166,6.018241260380503,10.611320587323512,8.33692459123841,12.23548474834471,8.424767603481303,7.294845961103619,8.370499190385766,7.639222459296497,6.519620494900971,13.417815805277192,11.220114299168443,0,GSE33382
GSM825664,8.918006850788457,7.835808509376493,7.774069714533758,6.934273324002481,8.443911990853923,7.544994980239717,8.143400355435338,8.826120187604744,8.5215410205228,7.369673945745323,6.069757291870602,13.204855780157498,7.728603805102672,12.76178245202114,8.659219716977574,7.555619658916738,8.523908362276712,7.542281770339737,6.481946378459511,12.23204917999579,11.571957294769035,0,GSE33382
GSM825665,6.761449530736764,7.934379220811703,8.193992754504608,7.374635383529687,7.859523648138109,7.90271661123267,8.5996965509169,8.820292339394777,9.072839678788732,8.474842268725437,6.0566675692001875,10.420235682404448,7.551143827496631,13.085719997275108,8.430865815562235,7.209162344039283,8.719439908184375,7.8094603178094815,6.417119445309438,14.36665933338725,9.054956893520451,0,GSE33382
GSM825666,7.000181171542079,7.935787058682823,8.093215244637776,7.239868443624738,7.8044515970897965,8.529216253683003,8.14358653372166,8.739579753365541,8.546590325630715,7.717985398987256,6.061830098808805,10.072457735022756,8.50389995129356,11.942594267100276,8.122083028549257,7.7889066609567426,8.832457015035489,7.342750189360435,6.721464915321659,12.169579976324238,9.983676317738738,1,GSE33382
GSM825667,7.144431341267634,7.886754236860002,8.013531002690126,6.984528733748588,7.592396854192907,8.235895482206114,8.204258646542506,9.12110772016137,8.271795659871195,7.630364561155964,6.05493258496685,11.579197854682594,8.504289938076251,12.20396519431364,8.36617011309165,7.269980428656717,8.605385379940634,7.710213594664076,6.497693385910196,13.098286852374953,11.593698542259212,0,GSE33382
GSM825668,6.600451167396237,7.939423758521502,8.155794532442703,7.660162264281844,7.717399150058192,9.14603933712378,8.325005436801003,9.100206967729388,8.220299305855077,7.706591088388938,6.036738124416213,10.040575281752243,8.402417470216475,11.97742024729495,8.614776394293234,7.543421556676174,8.918312350178075,7.538614310580261,6.712979997056303,12.729793975571306,10.44941538747185,1,GSE33382
GSM825669,6.662542541590879,7.83666010632933,7.919258078355115,7.287407429553964,8.24750123871139,8.794880534289925,7.993932283859032,8.882969538772532,8.48401324949649,8.062513317280278,6.05081561309623,10.535212709655845,7.945688018577781,12.010560861516796,8.246173877426374,7.184348691550898,9.233730228922791,7.456025025498048,6.506043091443613,12.519736863610287,10.353657588755365,0,GSE33382
GSM825670,6.755367133942968,8.022661946792953,7.990833164951725,7.417793367106098,7.65513305964812,8.24647390405034,8.121318566728789,9.510784910658868,9.003157110139107,8.468715052347472,6.04346880531403,9.306695040839298,7.493654783118159,12.885855002592644,8.024360070952612,7.191034249550198,8.705544377401461,7.423008299922065,6.482894750053563,14.166119852587356,11.235872158981518,0,GSE33382
GSM825671,6.652263087572546,7.917457848872101,8.212748350233193,7.169225135406128,7.37326063851424,8.208900790641787,7.92205023566478,9.500555675620006,8.909272206969055,8.463355518392776,6.0201070523029,9.56739453862814,10.007431848043192,12.500249500717471,8.017163971409836,7.151656538018836,8.377186162876043,7.85530844710133,6.8993403227187855,13.125228518448411,11.093291889410256,1,GSE33382
GSM825672,6.888936997960181,8.149721086348494,9.236708492809573,7.407117563040973,7.298466967842544,8.474519482677788,8.07988905306027,9.63177346904474,8.404582010124095,8.310230448317688,6.049221099843447,8.847187268246316,8.56655923800135,13.087112755553392,8.025746573553203,7.690911092953538,8.491551719006774,8.078279986197774,6.582060302257156,13.455589584012154,11.19997520877914,1,GSE33382
GSM825673,7.016884023153079,8.164827049653947,8.823227745346152,7.31034089403261,7.935067491632994,8.488589807493307,8.944383874166313,9.369107180724846,8.286853189421569,9.398649349068355,6.2037661705945855,7.988466435680431,7.810672806300563,12.256159482681104,8.042498777058444,7.840304138631642,9.137342834652666,7.405216741331139,6.4629845294775485,12.65164140797865,8.885121414675538,0,GSE33382
GSM825674,6.8602489432914755,8.865847314096355,8.622709364891275,7.791070872857347,7.961909531230408,8.381392557428368,8.917834197651418,8.765554636036606,8.488300097572854,8.000573971402995,6.095720873806585,8.303777123134156,7.558469120370567,11.968399595687435,8.045991261094711,7.523362501611186,8.637166411124186,7.823336977288986,7.148594172439294,13.199445962441404,9.638030600928074,0,GSE33382
GSM825676,6.648203733727138,8.066175283891537,9.143623588749383,7.637336441266805,7.879800962334373,8.784189332788738,8.414360804984078,9.059990825115698,8.822080899199134,8.843754918173406,6.009623248723901,9.6703256392059,9.219852990927604,12.087133214604597,8.136792214227082,7.181065447566156,8.530864043339625,7.884781890518894,6.7023308596437685,13.021249404778096,9.685388608162564,1,GSE33382
GSM825677,6.504910760539785,8.019562849275935,8.220085012228097,7.329448888167087,8.289546474494616,9.112644984074036,8.283579742604054,8.90020460354026,8.445822504076284,7.917617316012808,6.004322004605404,10.464500158302451,7.981862004402561,11.641609277221468,8.159526571752748,7.24595672109375,8.65282427058565,7.299884409030591,6.522323126408948,12.117652159147893,9.776880919134836,0,GSE33382
GSM825678,7.342712248592615,7.890856660471122,8.04764451946085,7.118761105436922,7.170387486003534,8.746300443699582,8.418265854931608,8.962761222325115,8.662563779853036,7.736568320667676,6.0537763261952415,10.551316744432173,7.964374562242954,12.490389686345718,8.250020448863108,7.440559925286439,8.843600093190496,7.0985066066061275,6.731717344983471,12.653721545953417,11.582885543717545,1,GSE33382
GSM825679,6.620953041817918,8.112258447645035,9.554566790428929,7.460553146951754,7.712106727772738,8.822097840880243,8.510831401841859,8.620553348780307,8.479242760399972,8.032753067695262,6.0490346226739495,10.121098776444722,8.537221899587815,12.723556449266344,8.308207629895112,7.273999058291668,9.040666191170684,7.722039803109292,6.4575018587337585,13.345453936645235,11.710532323284331,0,GSE33382
GSM825680,6.739383040781567,8.162090665210942,8.90853193106502,7.956809772252823,7.323584744142076,7.999599676620311,8.476496052359192,8.651958065230797,8.368742691555738,7.850473513342947,6.1270631880804505,9.909555030765022,7.716287693146758,12.009018778666896,8.125665307369186,7.308535548868067,8.941953133906058,7.492144243499298,6.6405809083511675,12.538003556112916,9.755869271484505,1,GSE33382
GSM825681,8.605429325319779,8.036898862805499,7.979171207108744,6.923895712497295,7.373976974414822,8.065431262380818,8.310228032824144,8.50797115196176,8.186160752011741,7.717230436702678,6.100523719319341,7.99365795039334,8.901943557166307,11.632808080057256,8.113308887101729,7.3478266702322514,9.915065397262998,7.406464639488403,6.445769945980144,12.825313616344127,9.154714586563257,0,GSE33382
GSM825682,6.634636309532214,7.994796791510837,7.936807419368581,7.06937295174283,7.746041376188151,7.9002072184774015,7.691299114083806,8.862556749427732,8.41618303556351,7.666742618287301,6.0157420116217395,9.72778634580324,8.39837625278925,12.332356888260051,8.1164649534814,7.520604472267862,8.501495128413756,7.520327984905967,6.500120083552263,12.85533112637339,10.132315021309267,1,GSE33382
GSM825683,6.651968377415331,7.836774072292218,8.308909947728345,7.300416368251514,7.293350094810924,8.615610828159067,8.497612877603437,8.910084757388937,8.633942953269976,7.767705775092208,6.057383834357907,9.908998617918954,8.0605116718004,10.7925587210639,8.440748470616578,7.581110681794915,8.954783313375028,7.366160907117792,6.604308424718929,13.510181797089285,10.812070991302187,1,GSE33382
GSM825684,6.798627766751627,7.840884286888693,8.521195140581396,7.340676880254886,7.295189885421699,8.793890690403877,8.350992425256267,9.435637528268028,8.447382143412726,9.309292941730986,6.0610823611622795,9.339579718362303,7.992354375479574,11.577460290092706,8.180188927858804,7.310919889816561,8.938799037817384,7.132665607702949,6.550887128916088,12.49355203694562,9.576203666881028,0,GSE33382
GSM825685,7.145800190484163,7.8510247679402925,8.74024241877713,7.250153451198828,7.95106654712609,8.239314600922697,8.27810797009313,9.102058821683302,8.167111745562883,7.684918034920065,6.066688523752813,10.160955974401103,7.602965143334625,10.077585654533456,8.345329858866698,7.393881421145874,8.8874750658996,7.438483159388589,6.484313098321409,12.418528001099222,12.018985610338207,1,GSE33382
GSM825686,6.538259269180704,8.073687175181973,8.124774201771011,7.084027995392259,7.751107340025992,8.037926957671827,8.155829970736157,9.002994832793407,8.7210738607118,7.976013778032497,6.028585107461301,9.926412869910653,7.407363358100107,12.789809978637797,8.366083004707466,7.504845020498395,8.294987511710005,9.045777470639136,6.48731446331398,13.511290490586436,11.037734161549674,1,GSE33382
GSM825687,6.6877673224912355,8.455122513397697,7.886520922462036,7.203174579297351,7.309649255670817,8.103512130486788,8.096960067657353,9.299689317129502,8.524409457294544,7.948261382460905,6.090147868016916,9.386737780492473,8.544594298422826,11.690403343636852,8.10384664079019,7.905927152734529,8.51386006343965,7.372454332413549,6.481988705659762,12.81317529171194,10.7136712639785,0,GSE33382
GSM825688,6.668729817101044,7.778517814553466,8.214581776406266,7.4808127579147055,7.626764471508725,8.934314504498358,8.44968242705836,8.983366903748006,7.993104148764134,7.743461266858512,6.043867602959791,10.092644509596235,8.60507563464273,11.924708020196809,8.199696419755382,7.540183590462081,8.630755501539292,7.5838580941312195,6.599527143249448,12.66353759775998,9.85956424438042,1,GSE33382
GSM825689,6.880964787635057,7.910496625867231,8.509794186180313,7.496265829960171,7.406617631095999,8.539110381131678,8.301741835547269,8.93977374067416,8.972979226994186,8.247899568486147,6.032442966078127,10.56790598795354,7.83789353859201,12.3891533060969,8.185532120554768,7.403461555874492,8.404590792897176,8.170618704355075,6.530964550016348,13.27821906784985,10.149601607444843,1,GSE33382
GSM825691,6.634171070136518,7.966337129736721,7.944329827195878,7.644141454553666,7.701011117425686,8.434457939055658,8.40638083747829,8.92833588583,8.858608330168583,8.39053757561997,6.007112014264703,10.078664230041037,7.971405634417549,12.436695825461356,8.164780258580056,7.2981846978455245,8.600996454905086,7.549328703962029,6.584802523061104,12.83866224926916,10.105563344819265,1,GSE33382
GSM825693,6.741662512543841,7.848283406614547,8.276914574920912,7.395241719898033,7.057331130396383,9.139308278888382,8.256335767252182,8.585103414113625,8.059052360390648,8.03833162735752,6.055772872304619,10.571026920628986,7.974071033849267,12.824414153408638,8.4636815578186,7.388519504919877,8.780776681094217,8.012839443707708,6.585126002194251,14.032503726173085,11.36940772058046,1,GSE33382
GSM825694,6.794302675048172,7.976362285434815,8.009771671490256,7.053511413073281,7.873560549029907,8.908281301231453,8.36107281684316,9.121004955586184,9.345107331700005,8.411035631396972,6.025654123713533,10.383856070051646,8.890256700026434,13.164947856018273,8.11448747614023,7.4427253054133535,8.27577720042699,7.5134432208739215,6.6201177436988985,12.976255819565974,10.27349492311397,0,GSE33382
GSM825696,6.653300721308414,8.036847239755463,8.19504259132477,7.444632853595405,7.361875266456893,7.648921990790898,7.778604596942712,8.829701961728693,8.34377342343901,7.817002830240019,6.06042546269919,9.432911662166456,8.028123736106958,11.997476540291874,8.10192882247462,7.8087369627104195,8.589319892833945,8.082754065808015,6.472215983070023,13.010166376886328,10.111348473373598,1,GSE33382
GSM825699,6.66040724018187,8.582346538514694,7.73152139185407,8.335909927530457,7.791975859211697,8.749628583351377,8.944468038249715,8.493207155025853,8.759828529579703,8.441128222652038,6.044988517127579,7.832922842676835,7.707254497804886,13.079948189279024,7.99581661729622,7.1852454805815045,8.359296009222792,7.46024661229895,6.544004213023801,13.100425446594086,8.148678617380607,0,GSE33382
GSM825700,7.330279764047657,8.310686975047622,7.89553016660704,7.230101164684695,7.3783374276996065,8.451142661908149,8.413499987946548,8.883624607385308,8.522381138410921,8.186421774160783,6.043333920195172,8.102687695344834,9.48042169458579,12.134420503202875,8.064268223354842,7.577843144307648,9.013454794262897,7.289087710681139,6.539510262143144,12.44186445655979,8.69932362400231,1,GSE33382
GSM825701,7.12345450166427,8.108581683927557,9.18809173530815,7.403369867907259,7.589425938905928,9.768860892705517,8.488712870509712,8.978067492193238,8.718290973661126,8.861796709139943,6.048898691339916,9.638143508458738,8.004827412697413,12.46626929041138,8.000670059842378,7.459261279412706,8.694549151411001,7.480500312564499,6.513058443456144,12.971028761339984,11.228138478810145,0,GSE33382
GSM825702,7.103090950231294,8.578156578177614,8.617577374304187,9.16385789190267,7.74061458843308,8.052604020066317,9.023539378592536,9.054119073450725,8.468909744846389,8.517083171118516,6.136646867148892,7.82035354174438,8.785185255371223,11.970991950348996,8.056742588769897,7.416842547338819,8.997302054099912,7.413435163559328,6.5027634707855295,12.627855769954554,8.863032418493635,1,GSE33382
GSM825703,6.738991593535509,8.85291333851018,8.02850887987243,7.17058935077134,7.56713368277345,7.572824078041717,8.790534244714795,9.792748832515128,8.988607239143926,8.443864636395423,6.440812195222168,9.029906082501308,7.412598419730017,11.94159469710134,8.029644990394857,7.0594128761832176,8.97719025438067,7.695369393415708,6.4428455058257175,12.625257084993184,11.25884187903199,1,GSE33382
GSM825705,6.6293109266082695,7.806311135900328,8.605945487570303,7.402410190791311,7.599488217332445,9.29648337158822,8.328913777294687,8.818358951988746,8.20118695516881,7.983594795398725,6.045581873877844,9.03832836860276,8.960722990666959,12.034600561682248,8.291149948939054,7.702080674947568,9.067760702658637,7.356627120919315,7.776042992767105,12.811779693827292,9.052742412075862,0,GSE33382
GSM825706,6.828525711753903,8.01942916750137,8.538156177635638,7.192405179917287,7.251678648521619,8.320847787954254,8.001628686244832,8.91477820826327,8.461384163830976,8.234165927615201,6.083079330324481,9.975911995126244,8.084568188072378,13.171427284344093,8.087231140128306,7.897182318673719,8.784739331253412,7.077591439690767,6.637965629795442,12.102503781286233,9.730337118582984,1,GSE33382
GSM825707,6.67646220585581,7.89417150585734,9.092240195889794,7.930480309594449,7.610293886089723,8.921516191355536,8.246441481413608,9.129902342848473,7.999775342083252,8.028726838868453,6.046783651235639,8.901918705805192,9.272717002707113,11.77333962085224,8.381857852086869,7.26709586520314,8.802732241069346,7.5139671612411645,7.329971683910715,12.846555794509046,11.1441655582762,0,GSE33382
GSM825708,6.669067713160398,8.116864964570453,8.005269517752062,7.180853637888633,7.870105969851662,7.699883482718575,7.93584104893209,9.33214501561626,9.04784659016235,8.16151360219332,6.040735639566072,10.895302846509592,7.521721989146847,12.61932008109955,8.093732092111031,7.835268590975377,8.467842533634924,7.99627996207935,6.495000338357455,13.150029575319037,11.585988591030445,0,GSE33382
