,ABCB1,ABCC1,ABCC10,ABCC3,ABCC4,ABCC5,BCL2L1,CASP3,ERCC1,ERCC2,FASLG,GGH,GSTM3,GSTP1,MSH2,MTHFR,RALBP1,SLC19A1,SLC22A1,SOD1,TOP2A,label,cohort
GSM825632,6.646301169361049,7.883883981869806,7.694375695170856,7.700489474910773,7.305409194449682,8.305882127842198,8.50995692421268,8.95588037249372,8.178031265350572,8.244374421594866,6.099927942785104,9.752995880483988,8.096132118267034,11.12471436889834,8.36826036479372,7.0409275243874765,8.72811515040862,7.207277730404741,6.544527232399763,13.062232809642977,10.671036467147337,1,GSE33382
GSM825633,6.678555267084396,8.081351202591032,8.420938974151637,7.45534156389739,7.763659799388146,8.878885421423705,8.42601537925449,8.809942553449202,8.759186607195662,8.638762996775528,6.020141913265063,9.163025338423408,7.647708511450881,12.311077914729376,8.030782487593864,7.067274711571709,8.612945237467295,7.753820302406813,7.253295105205102,12.952880213971127,10.552448637745876,1,GSE33382
GSM825634,6.840823412489453,7.951605446833314,9.797855740284326,7.297003632118488,7.978253862867364,8.263160253258288,9.06122163282201,8.763124382299246,8.674417709946162,8.071538515144331,6.182116887517782,8.476460437472287,8.307713861987125,11.792935309368932,8.029553362413843,7.874451895005677,8.667749255617185,7.56671814585935,6.4258489944192485,12.879384738708392,8.719155354612326,0,GSE33382
GSM825635,7.178047079441233,8.05313157155313,8.329373334434731,7.720375649770937,7.367499017396135,8.722518082719857,8.435765929265886,8.801944260139203,8.909953114353623,8.58110428645258,6.107942552351536,9.869382254932065,8.832703466512118,12.060557275956336,8.021700539201005,7.867337565658278,8.817125029931855,7.245264582214729,6.683989390483583,12.576446203518232,10.299317158419663,1,GSE33382
GSM825636,6.639757837082717,8.01662875853372,8.420063201636642,7.482351936291674,8.0305427853493,8.5157787640079,8.490448327653887,9.219899086085029,8.118247905386278,8.059230257293024,6.076566984881112,8.959319303582147,7.70745416778283,11.734830680912738,7.991311757926888,7.2708357024200865,8.713405647458798,7.665524057258284,6.9289661582589765,13.358775968871674,10.97188970997803,0,GSE33382
GSM825637,6.597767986755042,7.855894584638153,7.760275942729814,7.071941227999449,7.58743958393632,7.837142977761507,8.590638497757796,9.212177632537,9.088641235798155,8.04840870679461,6.08842854578213,10.855460915536389,8.266775479592166,12.93854976476815,8.030219078563446,7.463810660895508,8.843229466363878,7.527562803291587,6.669785378228883,13.010486488244522,11.1509310235008,0,GSE33382
GSM825638,6.573215257982628,7.79690965711945,8.230357853543435,7.984938963496081,8.387661730087741,8.331545358615049,8.091296384102607,9.199527647127628,8.532162710745554,8.40884959218882,6.04101327790546,9.297728469196638,10.332534367725344,11.325503186356649,7.991550654521935,7.306884860789738,8.534783111337513,7.483965960180606,6.541866088478485,12.881251038817163,10.601992981611836,0,GSE33382
GSM825639,6.870049901966256,7.918073680314891,8.705661749114157,7.506109389964037,7.857730805705646,8.05534203444314,8.601471816105644,9.576405269517,8.915908115623743,8.762804161677028,6.375395380946555,9.1892532861559,7.844529965655229,12.056082543413329,8.049840131721526,7.581372894579913,8.689269498970202,7.389866705907996,6.57391568634866,12.69843640138498,10.972073707039025,0,GSE33382
GSM825641,6.707568630000073,7.878839030205899,7.728491903162348,7.170920244856393,7.171792509489398,8.373327321948329,8.663403713213992,8.995818949152845,8.584415914108513,7.795754854705307,6.062569968353661,10.345076318724294,7.865262190866966,11.53955411203436,8.433567020084714,7.220868956215494,8.548395985474688,7.113200809907096,6.563427175019476,13.020515466726494,10.97101753242124,0,GSE33382
GSM825644,6.836231972403183,7.998243686635505,8.323317429074134,7.493810453063289,8.074541104510203,8.639139147393083,8.578622975619307,9.16855990025648,8.61058594195146,8.124098401474583,6.034615175488694,8.98463329713229,8.855001536069803,11.26818077801132,8.074166195928838,7.377375262343422,8.37482177823129,7.389665487879306,6.565360694427648,13.114987108554669,10.47023174128514,1,GSE33382
GSM825645,6.753720390781965,7.91168505656481,8.062158731936874,7.952001777712723,7.734128862385546,8.957131033009988,8.94452229691377,9.01732672721447,8.47964602251308,8.001396302818314,6.122165782956079,9.643246031172753,7.617227509720545,12.239342484201712,8.210101708628791,7.173956584343949,8.760969403437512,7.296136610305496,6.5379284634411095,12.982896424397486,9.28062385875234,0,GSE33382
GSM825646,6.8145917731571855,7.9444510505841075,8.179830304862017,7.368649630636068,8.05937608324463,8.270860796668224,8.647268599712438,9.111573710842055,8.419585837010777,7.78816768928852,6.09877166531321,10.240483353743272,9.201834186009576,12.258155646332767,8.19197695119049,7.60451376746448,8.958188612317613,7.729205666394597,6.668253512058998,13.109274077475911,11.440173766112038,1,GSE33382
GSM825647,6.683692083305437,7.957842780798247,8.26685242081517,7.842064093574344,8.23582286856113,8.915793057180945,8.659488039806346,9.204259011537598,8.418859951167567,7.72864915170105,6.0885908573532985,9.717875746379676,8.838810990783504,11.623114449817052,8.003346091742157,7.745183925616762,8.56029049664619,7.391937074607256,6.535739948296478,13.060360526477163,10.44666658530074,0,GSE33382
GSM825648,7.252997389063825,8.141430222263171,8.410085266792198,7.489034844053847,8.532113224340936,8.32559746776788,8.573901637421253,9.126452337421243,8.726712601319793,8.578882539661908,6.396727065313911,9.120284656648415,8.238989814307892,12.874236487731412,7.997416385726657,7.404534006109723,8.681982079970883,7.352181606247977,6.64656517781852,12.722756615505848,9.579485829319646,0,GSE33382
GSM825649,6.677483525643442,8.018942359093177,8.148864394439796,7.452020768497217,7.917209396066795,8.69124455997832,8.138103015637107,9.381870052766086,9.28613393510991,8.671098733474155,6.054926090094741,9.524242069511178,8.463422653489442,12.470572975439891,8.018007241688906,7.283494598342136,8.155133071177907,7.723983452246682,6.480015092131728,13.353168493147296,11.233805919629642,0,GSE33382
GSM825652,6.673410947672569,7.870166037787402,7.7773313552914045,7.28455803282753,8.012500644536459,8.202137512986136,8.614491869012666,8.828078461104738,8.603831823547859,7.817617610585162,6.0664036409265645,11.147697126348476,8.249233344941517,12.399024685202068,8.223424552297713,7.326692225154414,8.519027761688122,7.126596222934102,6.661323929220439,12.687706518012932,10.87198119994493,1,GSE33382
GSM825653,6.6936876578536,7.884991085546381,7.761137224687567,7.443783126945766,8.057602295871845,9.374585889501246,8.380216780692969,9.169560920262434,9.759977076784338,7.648090681279839,6.095299134917366,12.008975260196774,8.248491251651593,11.349169965592466,8.615886850853457,7.39524461025939,9.024907902306516,7.236755758347953,6.554134701742868,12.652287500936476,11.048217558998564,1,GSE33382
GSM825654,6.849593403225075,7.847428053759334,7.739859030215237,6.985996938598258,7.980023223979828,8.039314962013865,8.137548407266406,8.646583790098237,9.26687991508579,7.981594762396113,6.03423042134154,11.694146984145984,7.62854500420496,12.563305071272625,9.01912130436212,7.415795662819573,9.44667450786284,8.29163725137994,6.485441643579212,13.46723276103558,11.031204482686848,0,GSE33382
GSM825655,6.9841809523160645,7.843300717185714,8.051239431796828,7.614057618253849,7.552744561181666,9.504290279000507,8.642026439949921,8.924783957708568,8.181271004903973,7.789162438926899,6.105387830098851,10.472382503180624,8.805492449065639,12.012113450573873,8.580868946453277,7.279571123476855,9.097019305806668,7.371441686549235,6.681433431682021,12.933274139213308,10.233747494065602,1,GSE33382
GSM825656,6.603104876389723,7.827808044144894,7.683542545189046,7.628333860234119,8.342794968453381,7.946913249628865,8.439231681126513,9.19078498791491,8.354427816322076,7.718848367374579,6.038720621446449,10.82647574047099,8.275607612850429,10.930585929682357,8.762114519120672,7.20900077557685,9.629701121175358,7.323942583715566,6.522174136418796,13.584138182119112,10.46588446657602,0,GSE33382
GSM825657,6.711130576056486,7.89043758905603,8.16795502136606,7.190095063429035,7.438861765711974,9.094050307922902,8.346231250784415,9.311131459867047,8.166321277085947,7.823205877187571,6.098422210660472,11.95046578693345,8.367154306854102,12.222813467555389,8.964162149016236,7.455173996672237,8.603688019672015,7.8338917857321935,6.602978912205051,13.65699810574078,11.715372729873886,1,GSE33382
GSM825658,6.581038996959293,7.832718052076653,8.049533711148301,7.063038781999606,7.922759314499864,8.42883268234974,8.260187702540257,8.722640352887758,8.084758491613403,7.6067149469926205,6.061411425339656,10.246257332650256,8.396923935040746,12.198804522660842,8.563803582673868,7.384266113456926,8.83664691309956,7.405779205469769,6.412650221706041,13.320578642051894,10.91206674070015,0,GSE33382
GSM825659,6.745607824812837,7.976362852932731,8.454959325454327,7.471914805182433,8.585759221316787,8.437762060765431,8.978512758430448,9.48287202413308,8.28612502124287,7.780470638911227,6.104687922882732,9.387906936594282,7.660117563044855,11.48964182834331,8.059985952741435,7.388188864529641,9.63001325662142,7.471619231381591,6.6027197115828455,13.309269232822729,11.171632385582273,0,GSE33382
GSM825660,6.621383383982803,7.889402967048754,8.409227685898095,7.231295364403406,7.954780761781105,8.250823576646818,8.51020809615996,8.887600775112487,9.003962081875533,9.385800281211404,6.039896180178562,8.891596384861742,8.949698920632178,12.48649521158272,8.028526237066895,7.269982083755005,8.9854495834501,7.7244473158798765,6.513917864126949,12.960304983012126,9.865061723107347,0,GSE33382
